Date,Name,Year,Letterboxd URI
2023-10-03,Poison,2023,https://boxd.it/Is7Q
2023-10-06,The Wonderful Story of Henry Sugar,2023,https://boxd.it/yNyo
2023-10-08,The Squid and the Whale,2005,https://boxd.it/1VAG
2023-10-21,Killers of the Flower Moon,2023,https://boxd.it/gHp0
2023-10-21,Pretend It's a City,2021,https://boxd.it/tlWs
2023-10-21,Hugo,2011,https://boxd.it/R08
2023-10-22,The Creator,2023,https://boxd.it/oXWq
2023-10-23,Häxan,1922,https://boxd.it/n4O
2023-10-25,A Haunting in Venice,2023,https://boxd.it/zGdg
2023-10-29,Bob Dylan: 1978-1989 - Both Ends of the Rainbow,2008,https://boxd.it/ka3e
2023-11-07,Capote,2005,https://boxd.it/2atq
2023-11-08,The Royal Hotel,2023,https://boxd.it/zEvs
2023-11-13,All Quiet on the Western Front,2022,https://boxd.it/H08
2023-11-20,Mami Wata,2023,https://boxd.it/CkcQ
2023-11-21,American Psycho,2000,https://boxd.it/28Vs
2023-11-23,Benedetta,2021,https://boxd.it/gdNQ
2023-11-24,Napoleon,2023,https://boxd.it/shJM
2023-12-01,Parallel Mothers,2021,https://boxd.it/sOP4
2023-12-07,Eileen,2023,https://boxd.it/oJcS
2023-12-14,Wonka,2023,https://boxd.it/tCQm
2023-12-16,Saltburn,2023,https://boxd.it/z4eg
